t,joy_roll,joy_pitch,joy_yaw,gyro_roll,gyro_pitch,gyro_yaw,out_roll,out_pitch,out_yaw
1.6500,0.0000,0.5000,0.0000,0.0000,121.4953,0.0000,0.0000,121.8577,0.0000
1.6667,0.0000,0.5000,0.0000,0.0000,121.6425,0.0000,0.0000,121.9858,0.0000
1.6833,0.0000,0.5000,0.0000,0.0000,121.7819,0.0000,0.0000,122.1073,0.0000
1.7000,0.0000,0.5000,0.0000,0.0000,121.9140,0.0000,0.0000,122.2223,0.0000
1.7167,0.0000,0.5000,0.0000,0.0000,122.0392,0.0000,0.0000,122.3312,0.0000
1.7333,0.0000,0.5000,0.0000,0.0000,122.1578,0.0000,0.0000,122.4344,0.0000
1.7500,0.0000,0.5000,0.0000,0.0000,122.2701,0.0000,0.0000,122.5322,0.0000
1.7667,0.0000,0.5000,0.0000,0.0000,122.3765,0.0000,0.0000,122.6248,0.0000
1.7833,0.0000,0.5000,0.0000,0.0000,122.4773,0.0000,0.0000,122.7125,0.0000
1.8000,0.0000,0.5000,0.0000,0.0000,122.5728,0.0000,0.0000,122.7956,0.0000
1.8167,0.0000,0.5000,0.0000,0.0000,122.6633,0.0000,0.0000,122.8744,0.0000
1.8333,0.0000,0.5000,0.0000,0.0000,122.7490,0.0000,0.0000,122.9489,0.0000
1.8500,0.0000,0.5000,0.0000,0.0000,122.8301,0.0000,0.0000,123.0196,0.0000
1.8667,0.0000,0.5000,0.0000,0.0000,122.9070,0.0000,0.0000,123.0865,0.0000
1.8833,0.0000,0.5000,0.0000,0.0000,122.9799,0.0000,0.0000,123.1499,0.0000
1.9000,0.0000,0.5000,0.0000,0.0000,123.0489,0.0000,0.0000,123.2099,0.0000
1.9167,0.0000,0.5000,0.0000,0.0000,123.1143,0.0000,0.0000,123.2668,0.0000
1.9333,0.0000,0.5000,0.0000,0.0000,123.1762,0.0000,0.0000,123.3207,0.0000
1.9500,0.0000,0.5000,0.0000,0.0000,123.2348,0.0000,0.0000,123.3717,0.0000
1.9667,0.0000,0.5000,0.0000,0.0000,123.2904,0.0000,0.0000,123.4200,0.0000
1.9833,0.0000,0.5000,0.0000,0.0000,123.3430,0.0000,0.0000,123.4659,0.0000
2.0000,0.0000,0.5000,0.0000,0.0000,123.3929,0.0000,0.0000,123.5092,0.0000
2.0167,0.0000,0.5000,0.0000,0.0000,123.4401,0.0000,0.0000,123.5503,0.0000
2.0333,0.0000,0.5000,0.0000,0.0000,123.4849,0.0000,0.0000,123.5893,0.0000
2.0500,0.0000,0.5000,0.0000,0.0000,123.5273,0.0000,0.0000,123.6261,0.0000
2.0667,0.0000,0.5000,0.0000,0.0000,123.5674,0.0000,0.0000,123.6611,0.0000
2.0833,0.0000,0.5000,0.0000,0.0000,123.6054,0.0000,0.0000,123.6942,0.0000
2.1000,0.0000,0.5000,0.0000,0.0000,123.6415,0.0000,0.0000,123.7255,0.0000
2.1167,0.0000,0.5000,0.0000,0.0000,123.6756,0.0000,0.0000,123.7552,0.0000
2.1333,0.0000,0.5000,0.0000,0.0000,123.7079,0.0000,0.0000,123.7834,0.0000
2.1500,0.0000,0.5000,0.0000,0.0000,123.7385,0.0000,0.0000,123.8100,0.0000
2.1667,0.0000,0.5000,0.0000,0.0000,123.7676,0.0000,0.0000,123.8352,0.0000
2.1833,0.0000,0.5000,0.0000,0.0000,123.7950,0.0000,0.0000,123.8592,0.0000
2.2000,0.0000,0.5000,0.0000,0.0000,123.8211,0.0000,0.0000,123.8818,0.0000
2.2167,0.0000,0.5000,0.0000,0.0000,123.8457,0.0000,0.0000,123.9033,0.0000
2.2333,0.0000,0.5000,0.0000,0.0000,123.8691,0.0000,0.0000,123.9236,0.0000
2.2500,0.0000,0.5000,0.0000,0.0000,123.8912,0.0000,0.0000,123.9429,0.0000
2.2667,0.0000,0.5000,0.0000,0.0000,123.9122,0.0000,0.0000,123.9611,0.0000
2.2833,0.0000,0.5000,0.0000,0.0000,123.9320,0.0000,0.0000,123.9784,0.0000
2.3000,0.0000,0.5000,0.0000,0.0000,123.9508,0.0000,0.0000,123.9947,0.0000
2.3167,0.0000,0.5000,0.0000,0.0000,123.9687,0.0000,0.0000,124.0102,0.0000
2.3333,0.0000,0.5000,0.0000,0.0000,123.9855,0.0000,0.0000,124.0249,0.0000
2.3500,0.0000,0.5000,0.0000,0.0000,124.0015,0.0000,0.0000,124.0388,0.0000
2.3667,0.0000,0.5000,0.0000,0.0000,124.0167,0.0000,0.0000,124.0520,0.0000
2.3833,0.0000,0.5000,0.0000,0.0000,124.0310,0.0000,0.0000,124.0645,0.0000
2.4000,0.0000,0.5000,0.0000,0.0000,124.0446,0.0000,0.0000,124.0763,0.0000
2.4167,0.0000,0.5000,0.0000,0.0000,124.0575,0.0000,0.0000,124.0875,0.0000
2.4333,0.0000,0.5000,0.0000,0.0000,124.0697,0.0000,0.0000,124.0982,0.0000
2.4500,0.0000,0.5000,0.0000,0.0000,124.0812,0.0000,0.0000,124.1082,0.0000
2.4667,0.0000,0.5000,0.0000,0.0000,124.0922,0.0000,0.0000,124.1177,0.0000
2.4833,0.0000,0.5000,0.0000,0.0000,124.1026,0.0000,0.0000,124.1268,0.0000
2.5000,0.0000,0.5000,0.0000,0.0000,124.1124,0.0000,0.0000,124.1353,0.0000
2.5167,0.0000,0.5000,0.0000,0.0000,124.1217,0.0000,0.0000,124.1434,0.0000
2.5333,0.0000,0.5000,0.0000,0.0000,124.1305,0.0000,0.0000,124.1511,0.0000
2.5500,0.0000,0.5000,0.0000,0.0000,124.1388,0.0000,0.0000,124.1583,0.0000
2.5667,0.0000,0.5000,0.0000,0.0000,124.1468,0.0000,0.0000,124.1652,0.0000
2.5833,0.0000,0.5000,0.0000,0.0000,124.1542,0.0000,0.0000,124.1717,0.0000
2.6000,0.0000,0.5000,0.0000,0.0000,124.1613,0.0000,0.0000,124.1779,0.0000
2.6167,0.0000,0.5000,0.0000,0.0000,124.1681,0.0000,0.0000,124.1837,0.0000
2.6333,0.0000,0.5000,0.0000,0.0000,124.1744,0.0000,0.0000,124.1893,0.0000
2.6500,0.0000,0.5000,0.0000,0.0000,124.1805,0.0000,0.0000,124.1945,0.0000
2.6667,0.0000,0.5000,0.0000,0.0000,124.1862,0.0000,0.0000,124.1995,0.0000
2.6833,0.0000,0.5000,0.0000,0.0000,124.1916,0.0000,0.0000,124.2042,0.0000
2.7000,0.0000,0.5000,0.0000,0.0000,124.1967,0.0000,0.0000,124.2087,0.0000
2.7167,0.0000,0.5000,0.0000,0.0000,124.2016,0.0000,0.0000,124.2129,0.0000
2.7333,0.0000,0.5000,0.0000,0.0000,124.2062,0.0000,0.0000,124.2169,0.0000
2.7500,0.0000,0.5000,0.0000,0.0000,124.2105,0.0000,0.0000,124.2207,0.0000
2.7667,0.0000,0.5000,0.0000,0.0000,124.2147,0.0000,0.0000,124.2243,0.0000
2.7833,0.0000,0.5000,0.0000,0.0000,124.2186,0.0000,0.0000,124.2277,0.0000
2.8000,0.0000,0.5000,0.0000,0.0000,124.2223,0.0000,0.0000,124.2309,0.0000
2.8167,0.0000,0.5000,0.0000,0.0000,124.2258,0.0000,0.0000,124.2340,0.0000
2.8333,0.0000,0.5000,0.0000,0.0000,124.2291,0.0000,0.0000,124.2369,0.0000
2.8500,0.0000,0.5000,0.0000,0.0000,124.2323,0.0000,0.0000,124.2396,0.0000
2.8667,0.0000,0.5000,0.0000,0.0000,124.2352,0.0000,0.0000,124.2422,0.0000
2.8833,0.0000,0.5000,0.0000,0.0000,124.2381,0.0000,0.0000,124.2447,0.0000
2.9000,0.0000,0.5000,0.0000,0.0000,124.2408,0.0000,0.0000,124.2470,0.0000
2.9167,0.0000,0.5000,0.0000,0.0000,124.2433,0.0000,0.0000,124.2492,0.0000
2.9333,0.0000,0.5000,0.0000,0.0000,124.2457,0.0000,0.0000,124.2513,0.0000
2.9500,0.0000,0.5000,0.0000,0.0000,124.2480,0.0000,0.0000,124.2533,0.0000
2.9667,0.0000,0.5000,0.0000,0.0000,124.2501,0.0000,0.0000,124.2552,0.0000
2.9833,0.0000,0.5000,0.0000,0.0000,124.2522,0.0000,0.0000,124.2569,0.0000
3.0000,0.0000,0.5000,0.0000,0.0000,124.2541,0.0000,0.0000,124.2586,0.0000
3.0167,0.0000,0.5000,0.0000,0.0000,124.2559,0.0000,0.0000,124.2602,0.0000
3.0333,0.0000,0.5000,0.0000,0.0000,124.2577,0.0000,0.0000,124.2617,0.0000
3.0500,0.0000,0.5000,0.0000,0.0000,124.2593,0.0000,0.0000,124.2631,0.0000
3.0667,0.0000,0.5000,0.0000,0.0000,124.2609,0.0000,0.0000,124.2645,0.0000
3.0833,0.0000,0.5000,0.0000,0.0000,124.2623,0.0000,0.0000,124.2658,0.0000
3.1000,0.0000,0.5000,0.0000,0.0000,124.2637,0.0000,0.0000,124.2670,0.0000
3.1167,0.0000,0.5000,0.0000,0.0000,124.2651,0.0000,0.0000,124.2682,0.0000
3.1333,0.0000,0.5000,0.0000,0.0000,124.2663,0.0000,0.0000,124.2692,0.0000
3.1500,0.0000,0.5000,0.0000,0.0000,124.2675,0.0000,0.0000,124.2703,0.0000
3.1667,0.0000,0.5000,0.0000,0.0000,124.2686,0.0000,0.0000,124.2713,0.0000
3.1833,0.0000,0.5000,0.0000,0.0000,124.2697,0.0000,0.0000,124.2722,0.0000
3.2000,0.0000,0.5000,0.0000,0.0000,124.2707,0.0000,0.0000,124.2731,0.0000
3.2167,0.0000,0.5000,0.0000,0.0000,124.2717,0.0000,0.0000,124.2739,0.0000
3.2333,0.0000,0.5000,0.0000,0.0000,124.2726,0.0000,0.0000,124.2747,0.0000
3.2500,0.0000,0.5000,0.0000,0.0000,124.2734,0.0000,0.0000,124.2754,0.0000
3.2667,0.0000,0.5000,0.0000,0.0000,124.2742,0.0000,0.0000,124.2761,0.0000
3.2833,0.0000,0.5000,0.0000,0.0000,124.2750,0.0000,0.0000,124.2768,0.0000
3.3000,0.0000,0.5000,0.0000,0.0000,124.2757,0.0000,0.0000,124.2774,0.0000
3.3167,0.0000,0.5000,0.0000,0.0000,124.2764,0.0000,0.0000,124.2781,0.0000
3.3333,0.0000,0.5000,0.0000,0.0000,124.2771,0.0000,0.0000,124.2786,0.0000
3.3500,0.0000,0.5000,0.0000,0.0000,124.2777,0.0000,0.0000,124.2792,0.0000
3.3667,0.0000,0.5000,0.0000,0.0000,124.2783,0.0000,0.0000,124.2797,0.0000
3.3833,0.0000,0.5000,0.0000,0.0000,124.2789,0.0000,0.0000,124.2802,0.0000
3.4000,0.0000,0.5000,0.0000,0.0000,124.2794,0.0000,0.0000,124.2806,0.0000
3.4167,0.0000,0.5000,0.0000,0.0000,124.2799,0.0000,0.0000,124.2810,0.0000
3.4333,0.0000,0.5000,0.0000,0.0000,124.2804,0.0000,0.0000,124.2815,0.0000
3.4500,0.0000,0.5000,0.0000,0.0000,124.2808,0.0000,0.0000,124.2819,0.0000
3.4667,0.0000,0.5000,0.0000,0.0000,124.2812,0.0000,0.0000,124.2822,0.0000
3.4833,0.0000,0.5000,0.0000,0.0000,124.2816,0.0000,0.0000,124.2826,0.0000
3.5000,0.0000,0.5000,0.0000,0.0000,124.2820,0.0000,0.0000,124.2829,0.0000
3.5167,0.0000,0.5000,0.0000,0.0000,124.2824,0.0000,0.0000,124.2832,0.0000
3.5333,0.0000,0.5000,0.0000,0.0000,124.2827,0.0000,0.0000,124.2835,0.0000
3.5500,0.0000,0.5000,0.0000,0.0000,124.2830,0.0000,0.0000,124.2838,0.0000
3.5667,0.0000,0.5000,0.0000,0.0000,124.2833,0.0000,0.0000,124.2841,0.0000
3.5833,0.0000,0.5000,0.0000,0.0000,124.2836,0.0000,0.0000,124.2843,0.0000
3.6000,0.0000,0.5000,0.0000,0.0000,124.2839,0.0000,0.0000,124.2846,0.0000
3.6167,0.0000,0.5000,0.0000,0.0000,124.2842,0.0000,0.0000,124.2848,0.0000
3.6333,0.0000,0.5000,0.0000,0.0000,124.2844,0.0000,0.0000,124.2850,0.0000
3.6500,0.0000,0.5000,0.0000,0.0000,124.2847,0.0000,0.0000,124.2852,0.0000
3.6667,0.0000,0.5000,0.0000,0.0000,124.2849,0.0000,0.0000,124.2854,0.0000
3.6833,0.0000,0.5000,0.0000,0.0000,124.2851,0.0000,0.0000,124.2856,0.0000
3.7000,0.0000,0.5000,0.0000,0.0000,124.2853,0.0000,0.0000,124.2857,0.0000
3.7167,0.0000,0.5000,0.0000,0.0000,124.2855,0.0000,0.0000,124.2859,0.0000
3.7333,0.0000,0.5000,0.0000,0.0000,124.2857,0.0000,0.0000,124.2861,0.0000
3.7500,0.0000,0.5000,0.0000,0.0000,124.2858,0.0000,0.0000,124.2862,0.0000
3.7667,0.0000,0.5000,0.0000,0.0000,124.2860,0.0000,0.0000,124.2864,0.0000
3.7833,0.0000,0.5000,0.0000,0.0000,124.2861,0.0000,0.0000,124.2865,0.0000
3.8000,0.0000,0.5000,0.0000,0.0000,124.2863,0.0000,0.0000,124.2866,0.0000
3.8167,0.0000,0.5000,0.0000,0.0000,124.2864,0.0000,0.0000,124.2867,0.0000
3.8333,0.0000,0.5000,0.0000,0.0000,124.2865,0.0000,0.0000,124.2868,0.0000
3.8500,0.0000,0.5000,0.0000,0.0000,124.2867,0.0000,0.0000,124.2869,0.0000
3.8667,0.0000,0.5000,0.0000,0.0000,124.2868,0.0000,0.0000,124.2871,0.0000
3.8833,0.0000,0.5000,0.0000,0.0000,124.2869,0.0000,0.0000,124.2871,0.0000
3.9000,0.0000,0.5000,0.0000,0.0000,124.2870,0.0000,0.0000,124.2872,0.0000
3.9167,0.0000,0.5000,0.0000,0.0000,124.2871,0.0000,0.0000,124.2873,0.0000
3.9333,0.0000,0.5000,0.0000,0.0000,124.2872,0.0000,0.0000,124.2874,0.0000
3.9500,0.0000,0.5000,0.0000,0.0000,124.2873,0.0000,0.0000,124.2875,0.0000
3.9667,0.0000,0.5000,0.0000,0.0000,124.2874,0.0000,0.0000,124.2876,0.0000
3.9833,0.0000,0.5000,0.0000,0.0000,124.2874,0.0000,0.0000,124.2876,0.0000
4.0000,0.0000,0.5000,0.0000,0.0000,124.2875,0.0000,0.0000,124.2877,0.0000
4.0167,0.0000,0.5000,0.0000,0.0000,124.2876,0.0000,0.0000,124.2877,0.0000
4.0333,0.0000,0.5000,0.0000,0.0000,124.2877,0.0000,0.0000,124.2878,0.0000
4.0500,0.0000,0.5000,0.0000,0.0000,124.2877,0.0000,0.0000,124.2879,0.0000
4.0667,0.0000,0.5000,0.0000,0.0000,124.2878,0.0000,0.0000,124.2879,0.0000
4.0833,0.0000,0.5000,0.0000,0.0000,124.2878,0.0000,0.0000,124.2880,0.0000
4.1000,0.0000,0.5000,0.0000,0.0000,124.2879,0.0000,0.0000,124.2880,0.0000
4.1167,0.0000,0.5000,0.0000,0.0000,124.2879,0.0000,0.0000,124.2881,0.0000
4.1333,0.0000,0.5000,0.0000,0.0000,124.2880,0.0000,0.0000,124.2881,0.0000
4.1500,0.0000,0.5000,0.0000,0.0000,124.2880,0.0000,0.0000,124.2881,0.0000
4.1667,0.0000,0.5000,0.0000,0.0000,124.2881,0.0000,0.0000,124.2882,0.0000
4.1833,0.0000,0.5000,0.0000,0.0000,124.2881,0.0000,0.0000,124.2882,0.0000
4.2000,0.0000,0.5000,0.0000,0.0000,124.2882,0.0000,0.0000,124.2882,0.0000
4.2167,0.0000,0.5000,0.0000,0.0000,124.2882,0.0000,0.0000,124.2883,0.0000
4.2333,0.0000,0.5000,0.0000,0.0000,124.2882,0.0000,0.0000,124.2883,0.0000
4.2500,0.0000,0.5000,0.0000,0.0000,124.2883,0.0000,0.0000,124.2883,0.0000
4.2667,0.0000,0.5000,0.0000,0.0000,124.2883,0.0000,0.0000,124.2884,0.0000
4.2833,0.0000,0.5000,0.0000,0.0000,124.2883,0.0000,0.0000,124.2884,0.0000
4.3000,0.0000,0.5000,0.0000,0.0000,124.2884,0.0000,0.0000,124.2884,0.0000
4.3167,0.0000,0.5000,0.0000,0.0000,124.2884,0.0000,0.0000,124.2884,0.0000
4.3333,0.0000,0.5000,0.0000,0.0000,124.2884,0.0000,0.0000,124.2885,0.0000
4.3500,0.0000,0.5000,0.0000,0.0000,124.2884,0.0000,0.0000,124.2885,0.0000
4.3667,0.0000,0.5000,0.0000,0.0000,124.2885,0.0000,0.0000,124.2885,0.0000
4.3833,0.0000,0.5000,0.0000,0.0000,124.2885,0.0000,0.0000,124.2885,0.0000
4.4000,0.0000,0.5000,0.0000,0.0000,124.2885,0.0000,0.0000,124.2885,0.0000
4.4167,0.0000,0.5000,0.0000,0.0000,124.2885,0.0000,0.0000,124.2886,0.0000
4.4333,0.0000,0.5000,0.0000,0.0000,124.2885,0.0000,0.0000,124.2886,0.0000
4.4500,0.0000,0.5000,0.0000,0.0000,124.2885,0.0000,0.0000,124.2886,0.0000
4.4667,0.0000,0.5000,0.0000,0.0000,124.2886,0.0000,0.0000,124.2886,0.0000
4.4833,0.0000,0.5000,0.0000,0.0000,124.2886,0.0000,0.0000,124.2886,0.0000
4.5000,0.0000,0.5000,0.0000,0.0000,124.2886,0.0000,0.0000,124.2886,0.0000
4.5167,0.0000,0.5000,0.0000,0.0000,124.2886,0.0000,0.0000,124.2886,0.0000
4.5333,0.0000,0.5000,0.0000,0.0000,124.2886,0.0000,0.0000,124.2887,0.0000
4.5500,0.0000,0.5000,0.0000,0.0000,124.2886,0.0000,0.0000,124.2887,0.0000
4.5667,0.0000,0.5000,0.0000,0.0000,124.2886,0.0000,0.0000,124.2887,0.0000
4.5833,0.0000,0.5000,0.0000,0.0000,124.2887,0.0000,0.0000,124.2887,0.0000
4.6000,0.0000,0.5000,0.0000,0.0000,124.2887,0.0000,0.0000,124.2887,0.0000
