t,joy_roll,joy_pitch,joy_yaw,gyro_roll,gyro_pitch,gyro_yaw,out_roll,out_pitch,out_yaw
4.4500,0.4000,0.6000,0.1545,96.3157,154.0915,-397.9958,96.3159,154.0915,-485.1051
4.4667,0.4000,0.6000,0.1040,96.3158,154.0915,-430.6107,96.3160,154.0915,-506.7121
4.4833,0.4000,0.6000,0.0523,96.3159,154.0915,-458.6641,96.3160,154.0915,-524.1221
4.5000,0.4000,0.6000,0.0000,96.3159,154.0915,-438.0833,96.3161,154.0916,-390.0614
4.5167,0.4000,0.6000,-0.0523,96.3160,154.0915,-417.3465,96.3162,154.0916,-368.9606
4.5333,0.4000,0.6000,-0.1040,96.3161,154.0916,-439.7527,96.3162,154.0916,-492.0340
4.5500,0.4000,0.6000,-0.1545,96.3161,154.0916,-461.8684,96.3163,154.0916,-513.4717
4.5667,0.4000,0.6000,-0.2034,96.3162,154.0916,-483.0180,96.3163,154.0916,-532.3669
4.5833,0.4000,0.6000,-0.2500,96.3163,154.0916,-497.2887,96.3164,154.0916,-530.5872
4.6000,0.4000,0.6000,-0.2939,96.3163,154.0916,-504.5040,96.3164,154.0916,-521.3396
4.6167,0.4000,0.6000,-0.3346,96.3164,154.0916,-504.2608,96.3165,154.0917,-503.6933
4.6333,0.4000,0.6000,-0.3716,96.3164,154.0916,-496.7687,96.3165,154.0917,-479.2871
4.6500,0.4000,0.6000,-0.4045,96.3164,154.0916,-482.1527,96.3166,154.0917,-448.0486
4.6667,0.4000,0.6000,-0.4330,96.3165,154.0917,-460.5708,96.3166,154.0917,-410.2131
4.6833,0.4000,0.6000,-0.4568,96.3165,154.0917,-432.1669,96.3166,154.0917,-365.8912
4.7000,0.4000,0.6000,-0.4755,96.3166,154.0917,-397.1540,96.3167,154.0917,-315.4573
4.7167,0.4000,0.6000,-0.4891,96.3166,154.0917,-355.8662,96.3167,154.0917,-259.5279
4.7333,0.4000,0.6000,-0.4973,96.3166,154.0917,-308.8015,96.3167,154.0917,-198.9839
4.7500,0.4000,0.6000,-0.5000,96.3167,154.0917,-256.6409,96.3167,154.0917,-134.9326
4.7667,0.4000,0.6000,-0.4973,96.3167,154.0917,-200.2451,96.3168,154.0917,-68.6551
4.7833,0.4000,0.6000,-0.4891,96.3167,154.0917,-140.6316,96.3168,154.0917,-1.5333
4.8000,0.4000,0.6000,-0.4755,96.3168,154.0917,-78.9316,96.3168,154.0917,65.0350
4.8167,0.4000,0.6000,-0.4568,96.3168,154.0917,-16.3306,96.3168,154.0917,129.7384
4.8333,0.4000,0.6000,-0.4330,96.3168,154.0917,45.9842,96.3169,154.0917,191.3853
4.8500,0.4000,0.6000,-0.4045,96.3168,154.0917,106.8842,96.3169,154.0917,248.9842
4.8667,0.4000,0.6000,-0.3716,96.3169,154.0917,165.3535,96.3169,154.0918,301.7820
4.8833,0.4000,0.6000,-0.3346,96.3169,154.0917,220.5341,96.3169,154.0918,349.2886
4.9000,0.4000,0.6000,-0.2939,96.3169,154.0918,271.7565,96.3169,154.0918,391.2754
4.9167,0.4000,0.6000,-0.2500,96.3169,154.0918,318.5548,96.3170,154.0918,427.7510
4.9333,0.4000,0.6000,-0.2034,96.3169,154.0918,360.6633,96.3170,154.0918,458.9164
4.9500,0.4000,0.6000,-0.1545,96.3169,154.0918,397.9958,96.3170,154.0918,485.1051
4.9667,0.4000,0.6000,-0.1040,96.3170,154.0918,430.6107,96.3170,154.0918,506.7121
4.9833,0.4000,0.6000,-0.0523,96.3170,154.0918,458.6641,96.3170,154.0918,524.1221
